,text,dataset,aspect_str,aspects
0,I O 've O had O this O beauty O for O nearly O 2 O months O now O and O I O truely O love O it O . O,Nokia 6600.txt,phone[+3][u],['phone']
1,The O only O disappointment O so O far O has O been O battery B-aspect life I-aspect . O,Nokia 6600.txt,battery life[-2],['battery life']
2,Mine O generally O requires O a O charege O every O 48 O hours O or O so O and O I O do O n't O really O talk O on O it O that O much O . O,Nokia 6600.txt,battery life[-2][u],['battery life']
3,Why O is O this O phone O so O great O ? O,Nokia 6600.txt,,[]
4,It O has O it O all O . O,Nokia 6600.txt,phone[+3][p],['phone']
5,"This O is O the O first O phone B-aspect I O know O of O that O has O the O large O bright O screen O , O infrared O , O bluetooth O , O USB O connector O and O a O speakerphone B-aspect . O",Nokia 6600.txt,phone[+3],['phone']
6,"If O you O are O looking O for O an O upgrade O , O this O is O definitely O the O phone B-aspect for O you O . O",Nokia 6600.txt,phone[+3],['phone']
7,I O got O this O with O the O need O for O a O nokia O GSM O camera-phone O with O speakerphone O . O,Nokia 6600.txt,,[]
8,"3660 O had O similar O features O , O but O that O is O big O in O size B-aspect . O",Nokia 6600.txt,size[cs][+2],['size']
9,6600 B-aspect looks O and O feels O nice O . O,Nokia 6600.txt,6600[+3],['6600']
10,This O one O is O full O of O featureshas O bluetooth B-aspect . O,Nokia 6600.txt,bluetooth[+3],['bluetooth']
11,Especially O the O LCD B-aspect is O big O and O the O camera B-aspect quality I-aspect is O among O the O very O best O around O . O,Nokia 6600.txt,"LCD[+3],camera quality[+3]","['LCD', 'camera quality']"
12,"I O have O set O up O it O 's O PDA B-aspect features O with O avantgo.com O where O you O can O download O info O from O sites O like O weather O , O mapquest O maps/directions O into O it O , O which O is O great O . O",Nokia 6600.txt,PDA[+3],['PDA']
13,"Using O supplied O s/w B-aspect , O you O can O transfer O all O addresses O from O a O different O nokia O phone O into O it O . O",Nokia 6600.txt,s/w[+3],['s/w']
14,Goes O ~3 O days O after O a O charge O . O,Nokia 6600.txt,battery life[+3][u],['battery life']
15,Its O been O 11 O months O now O that O I O 've O held O on O to O my O Nokia O 6600 O for O . O,Nokia 6600.txt,,[]
16,I O purchased O this O phone B-aspect knowing O it O was O slightly O old O as O compared O to O the O newer O models O of O Nokia O phones O available O . O,Nokia 6600.txt,phone[-1][cs],['phone']
17,I O thought O it O was O kind O of O steeply O priced B-aspect at O that O time O . O,Nokia 6600.txt,priced[-2],['priced']
18,I O must O add O to O the O dismay/delight O of O readers O this O phone B-aspect is O simply O the O most O groundbreaking O phone B-aspect mankind O has O ever O held O . O,Nokia 6600.txt,phone[+3],['phone']
19,It O has O raised O the O bar O owing O to O number O of O features O it O offers O and O the O absolute O ease O of O use B-aspect delight O . O,Nokia 6600.txt,use[+3],['use']
20,Now O I O 'm O a O techy O and O like O getting O technical O about O things O so O I O 'd O brief O you O in O on O the O few O features O I O liked O about O this O phone- O,Nokia 6600.txt,,[]
21,1.The O Phone O has O the O best O keypad B-aspect any O Nokia O phone O has O to O offer O . O,Nokia 6600.txt,keypad[+3],['keypad']
22,My O dad O has O a O Nokia O 6670 O before O which O he O has O a O Nokia O 7210 O and O before O that O he O had O a O Nokia O 6610 O . O,Nokia 6600.txt,,[]
23,"I O think O the O keypad O on O your O cell O phone O is O the O most O important O thing O for O me O as O Im O constantly O sending O messages O , O calling O people O and O fiddling O around O with O my O phone O . O",Nokia 6600.txt,,[]
24,Believe O me O when O I O say O this O I O have O used O and O fingered O all O Nokia O phones O and O the O 6600 O has O the O best O keypad B-aspect,Nokia 6600.txt,keypad[+3][cc],['keypad']
25,2 O . O The O looks O are O absolutely O no O nonsensical O . O,Nokia 6600.txt,,[]
26,Some O complain O it O being O a O tad O too O bulky O looking O . O,Nokia 6600.txt,,[]
27,I O must O admit O its O not O the O best O looking O phone O ever O but O then O it O has O this O look B-aspect of O static O and O absolute O conviction O that O looks O like O everything O a O phone O should O be O,Nokia 6600.txt,look[+2],['look']
28,3 O . O The O Nokia O 6600 O has O a O brilliant O Java O interface B-aspect . O,Nokia 6600.txt,interface[+3],['interface']
29,"There O 's O a O whole O lot O of O things O you O can O do O with O this O phone O besides O reading O a O book O , O playing O various O Java O games O , O having O a O variety O of O software O installed O . O",Nokia 6600.txt,,[]
30,The O Phone O offers O a O 32 O Mb O MMC B-aspect card I-aspect and O I O think O that O is O certainly O the O most O exciting O feature O . O,Nokia 6600.txt,MMC card[+3][u],['MMC card']
31,"I O upgraded O mine O to O a O 128 O MB O MMC O Card O via O which O I O can O store O unlimited O number O of O messages O , O take O a O thousand O pictures O and O videos O . O",Nokia 6600.txt,,[]
32,Capacity B-aspect is O not O a O problem O here O . O,Nokia 6600.txt,Capacity[+3],['Capacity']
33,4 O . O The O Build B-aspect is O just O right O . O,Nokia 6600.txt,Build[+3],['Build']
34,The O phone O is O sturdy B-aspect . O,Nokia 6600.txt,sturdy[+3][u],['sturdy']
35,I O 've O dropped O it O atleast O a O dozen O times O to O my O recolletion O and O it O still O works O as O good O as O ever O . O,Nokia 6600.txt,build[+3][u],['build']
36,Its O a O tough O one O this O unless O you O wan O na O drive O your O car O over O it O . O,Nokia 6600.txt,phone[+3][u],['phone']
37,"This O is O n't O the O most O rugged O phone B-aspect ever O but O then O your O not O gon O na O play O aeroplane O with O this O , O are O you O . O",Nokia 6600.txt,phone[+3][u],['phone']
38,5.The O Camera B-aspect installed O on O this O phone O is O awesome O . O,Nokia 6600.txt,Camera[+3],['Camera']
39,I O click O pictures O in O JPG O format O and O because O the O phone O has O a O bluetooth B-aspect device O I O find O it O extremely O easy O to O transfer O pics O to O my O pc O and O forth O . O,Nokia 6600.txt,bluetooth[+3],['bluetooth']
40,The O display B-aspect and O brightness O on O this O phone O is O quite O extraordinary O . O,Nokia 6600.txt,display[+3][u],['display']
41,The O use O of O 65536 O 16bit O colors B-aspect ensures O you O get O your O share O of O animations O and O icons O on O your O phone O,Nokia 6600.txt,colors[+3],['colors']
42,"Besides O the O above O mentioned O Merits O , O the O phone O has O decent O ear O volume O and O loudspeaker O functionality O . O",Nokia 6600.txt,,[]
43,It O has O great O upgradibility B-aspect . O,Nokia 6600.txt,upgradibility[+3],['upgradibility']
44,I O can O play O MP3 O files O on O my O phone O by O simply O downloading O softwares O freely O available O on O the O net O . O,Nokia 6600.txt,,[]
45,Now O that O is O neat O . O,Nokia 6600.txt,,[]
46,"The O log B-aspect functions O helps O you O track O down O the O incoming O , O outgoing O calls O in O the O most O easy O of O ways O . O",Nokia 6600.txt,log[+3],['log']
47,The O handsfree B-aspect provided O by O the O phone O is O useful O for O those O who O talk O on O the O phone O while O driving O . O,Nokia 6600.txt,handsfree[+3],['handsfree']
48,I O would O n't O do O that O because O it O 's O not O worth O my O life O . O,Nokia 6600.txt,,[]
49,"Anyhow O some O demerits O of O this O phone O , O The O phone O has O a O slow O processor B-aspect and O the O ear B-aspect volume I-aspect is O lower O than O 6610 O but O then O the O 6610 O has O the O best O ear B-aspect volume I-aspect among O most O Nokia O variants O . O",Nokia 6600.txt,"processor[-3],ear volume[-2][cs]","['processor', 'ear volume']"
50,The O battery B-aspect life I-aspect of O this O phone O is O at O most O 2 O days O and O at O least O one O day O at O excessive O use O . O,Nokia 6600.txt,battery life[-2],['battery life']
51,Video B-aspect recording I-aspect is O limited O at O just O 9 O seconds O . O,Nokia 6600.txt,Video recording[-2],['Video recording']
52,You O can O upgrade B-aspect but O then O there O 's O a O certain O level O of O trouble O involved O . O,Nokia 6600.txt,upgrade[-1][u],['upgrade']
53,Overall O I O dont O think O I O will O ever O upgrade O from O this O phone O . O,Nokia 6600.txt,,[]
54,"When O I O purchased O this O phone O , O I O thought O to O myself O that O I O had O purchased O the O most O popular O phone O around O and O the O thought O did O n't O please O me O . O",Nokia 6600.txt,,[]
55,"In O any O case O , O putting O aside O how O common O it O is O in O my O city O , O I O dont O think O I O can O be O anymore O satisfied O . O",Nokia 6600.txt,,[]
56,This O makes O for O a O great O phone B-aspect . O,Nokia 6600.txt,phone[+3],['phone']
57,Did O I O mention O the O note O feature O and O how O you O can O send O notes O via O Bluetooth O ? O,Nokia 6600.txt,,[]
58,gee O anyways O ENJOY O WHAT O WORKS O ! O,Nokia 6600.txt,,[]
59,"I O 've O had O Nokia O 's O for O years O , O and O while O this O one O is O packed O with O whiz O bang O features O it O is O disappointing O for O its O primary O use O - O a O phone B-aspect . O",Nokia 6600.txt,phone[-3],['phone']
60,"Before O buying O , O I O 'd O urge O you O to O actually O use O one O and O not O just O handle O it O in O the O store O . O",Nokia 6600.txt,,[]
61,"On O the O plus O side O it O 's O packed O with O features O , O including O BlueTooth O that O works O fine O - O it O 's O really O a O tiny O computer O that O is O also O a O phone B-aspect ... O and O that O 's O the O negative O . O",Nokia 6600.txt,phone[-3],['phone']
62,"As O a O computer O , O or O PDA O its O weak O since O the O screen B-aspect , O while O large O by O phone O standards O , O is O still O tiny O to O really O do O anything O on O . O",Nokia 6600.txt,screen[-3][u],['screen']
63,"And O remember O , O this O is O a O PHONE O first O and O foremost O which O is O where O I O have O my O biggest O complaints O ... O",Nokia 6600.txt,,[]
64,"When O you O dial B-aspect a O number O , O you O 'll O need O to O check O the O screen O to O see O that O the O number O entered O is O correct O . O",Nokia 6600.txt,dial[-3],['dial']
65,You O 'll O do O that O because O the O keys B-aspect are O tightly O packed O in O and O your O fingers O will O likely O press O two O keys B-aspect at O once O . O,Nokia 6600.txt,keys[-3],['keys']
66,"I O hope O you O have O a O magnifying O glass O , O because O the O number O displayed O as O well O as O most O of O the O pop O up O options O are O tiny O . O",Nokia 6600.txt,screen[-3][u],['screen']
67,It O 's O as O though O Nokia O has O segregated O 90 O % O of O the O screen B-aspect for O fancy O features O rarely O used O and O leave O just O 10 O % O for O the O day O to O day O use O . O,Nokia 6600.txt,screen[-3],['screen']
68,"I O 've O have O many O Nokia O 's O and O while O this O is O the O best O for O features O , O it O 's O the O worst O as O a O phone B-aspect . O",Nokia 6600.txt,phone[-3],['phone']
